NZ_CP009712.1	0	591278	4743972	0.124638
NZ_CP009712.1	1	101330	4743972	0.0213597
NZ_CP009712.1	2	157066	4743972	0.0331085
NZ_CP009712.1	3	226248	4743972	0.0476917
NZ_CP009712.1	4	302416	4743972	0.0637474
NZ_CP009712.1	5	361903	4743972	0.0762869
NZ_CP009712.1	6	400305	4743972	0.0843818
NZ_CP009712.1	7	413878	4743972	0.0872429
NZ_CP009712.1	8	404778	4743972	0.0853247
NZ_CP009712.1	9	373058	4743972	0.0786383
NZ_CP009712.1	10	330536	4743972	0.0696749
NZ_CP009712.1	11	276978	4743972	0.0583853
NZ_CP009712.1	12	220749	4743972	0.0465325
NZ_CP009712.1	13	170127	4743972	0.0358617
NZ_CP009712.1	14	128136	4743972	0.0270103
NZ_CP009712.1	15	94238	4743972	0.0198648
NZ_CP009712.1	16	66225	4743972	0.0139598
NZ_CP009712.1	17	44433	4743972	0.0093662
NZ_CP009712.1	18	29551	4743972	0.00622917
NZ_CP009712.1	19	19441	4743972	0.00409804
NZ_CP009712.1	20	12276	4743972	0.0025877
NZ_CP009712.1	21	7344	4743972	0.00154807
NZ_CP009712.1	22	4634	4743972	0.000976819
NZ_CP009712.1	23	2845	4743972	0.000599708
NZ_CP009712.1	24	1713	4743972	0.00036109
NZ_CP009712.1	25	961	4743972	0.000202573
NZ_CP009712.1	26	626	4743972	0.000131957
NZ_CP009712.1	27	340	4743972	7.16699e-05
NZ_CP009712.1	28	212	4743972	4.46883e-05
NZ_CP009712.1	29	121	4743972	2.55061e-05
NZ_CP009712.1	30	74	4743972	1.55987e-05
NZ_CP009712.1	31	33	4743972	6.9562e-06
NZ_CP009712.1	32	27	4743972	5.69143e-06
NZ_CP009712.1	33	18	4743972	3.79429e-06
NZ_CP009712.1	34	10	4743972	2.10794e-06
NZ_CP009712.1	35	6	4743972	1.26476e-06
NZ_CP009712.1	36	5	4743972	1.05397e-06
NZ_CP009712.1	37	10	4743972	2.10794e-06
NZ_CP009712.1	38	3	4743972	6.32382e-07
NZ_CP009712.1	39	1	4743972	2.10794e-07
NZ_CP009712.1	40	2	4743972	4.21588e-07
NZ_CP009712.1	41	4	4743972	8.43175e-07
NZ_CP009712.1	42	1	4743972	2.10794e-07
NZ_CP009712.1	43	3	4743972	6.32382e-07
NZ_CP009712.1	46	2	4743972	4.21588e-07
NZ_CP009712.1	47	1	4743972	2.10794e-07
NZ_CP009712.1	48	2	4743972	4.21588e-07
NZ_CP009712.1	49	1	4743972	2.10794e-07
NZ_CP009712.1	50	2	4743972	4.21588e-07
NZ_CP009712.1	52	4	4743972	8.43175e-07
NZ_CP009712.1	53	1	4743972	2.10794e-07
NZ_CP009712.1	54	2	4743972	4.21588e-07
NZ_CP009712.1	55	3	4743972	6.32382e-07
NZ_CP009712.1	56	2	4743972	4.21588e-07
NZ_CP009712.1	57	1	4743972	2.10794e-07
NZ_CP009712.1	58	1	4743972	2.10794e-07
NZ_CP009712.1	59	1	4743972	2.10794e-07
NZ_CP009712.1	60	3	4743972	6.32382e-07
NZ_CP009712.1	61	1	4743972	2.10794e-07
NZ_CP009712.1	62	1	4743972	2.10794e-07
NZ_CP009712.1	63	1	4743972	2.10794e-07
NZ_CP009711.1	0	5507	68525	0.0803648
NZ_CP009711.1	1	861	68525	0.0125648
NZ_CP009711.1	2	734	68525	0.0107114
NZ_CP009711.1	3	857	68525	0.0125064
NZ_CP009711.1	4	1108	68525	0.0161693
NZ_CP009711.1	5	1192	68525	0.0173951
NZ_CP009711.1	6	1586	68525	0.0231448
NZ_CP009711.1	7	1776	68525	0.0259175
NZ_CP009711.1	8	1951	68525	0.0284714
NZ_CP009711.1	9	2350	68525	0.0342941
NZ_CP009711.1	10	2553	68525	0.0372565
NZ_CP009711.1	11	2585	68525	0.0377235
