NC_003143.1	0	387254	4653728	0.0832137
NC_003143.1	1	83897	4653728	0.0180279
NC_003143.1	2	144580	4653728	0.0310676
NC_003143.1	3	218198	4653728	0.0468867
NC_003143.1	4	299986	4653728	0.0644614
NC_003143.1	5	365544	4653728	0.0785486
NC_003143.1	6	409907	4653728	0.0880814
NC_003143.1	7	427396	4653728	0.0918395
NC_003143.1	8	421937	4653728	0.0906665
NC_003143.1	9	392055	4653728	0.0842454
NC_003143.1	10	348447	4653728	0.0748748
NC_003143.1	11	293450	4653728	0.063057
NC_003143.1	12	235669	4653728	0.0506409
NC_003143.1	13	182102	4653728	0.0391303
NC_003143.1	14	136843	4653728	0.029405
NC_003143.1	15	101340	4653728	0.0217761
NC_003143.1	16	71257	4653728	0.0153118
NC_003143.1	17	48100	4653728	0.0103358
NC_003143.1	18	32054	4653728	0.00688781
NC_003143.1	19	20992	4653728	0.00451079
NC_003143.1	20	13216	4653728	0.00283987
NC_003143.1	21	7914	4653728	0.00170057
NC_003143.1	22	4870	4653728	0.00104647
NC_003143.1	23	2890	4653728	0.000621008
NC_003143.1	24	1666	4653728	0.000357993
NC_003143.1	25	921	4653728	0.000197906
NC_003143.1	26	562	4653728	0.000120763
NC_003143.1	27	341	4653728	7.32746e-05
NC_003143.1	28	181	4653728	3.88935e-05
NC_003143.1	29	99	4653728	2.12733e-05
NC_003143.1	30	37	4653728	7.95062e-06
NC_003143.1	31	14	4653728	3.00834e-06
NC_003143.1	32	9	4653728	1.93393e-06
NC_003131.1	0	5430	70305	0.0772349
NC_003131.1	1	814	70305	0.0115781
NC_003131.1	2	634	70305	0.00901785
NC_003131.1	3	745	70305	0.0105967
NC_003131.1	4	977	70305	0.0138966
NC_003131.1	5	1131	70305	0.016087
NC_003131.1	6	1542	70305	0.021933
NC_003131.1	7	1733	70305	0.0246497
NC_003131.1	8	2067	70305	0.0294005
NC_003131.1	9	2373	70305	0.0337529
NC_003131.1	10	2712	70305	0.0385748
NC_003131.1	11	2654	70305	0.0377498
NC_003131.1	12	2744	70305	0.0390299
NC_003131.1	13	3042	70305	0.0432686
NC_003131.1	14	3281	70305	0.0466681
NC_003131.1	15	3408	70305	0.0484745
NC_003131.1	16	3537	70305	0.0503094
NC_003131.1	17	3552	70305	0.0505227
NC_003131.1	18	3255	70305	0.0462983
NC_003131.1	19	3113	70305	0.0442785
NC_003131.1	20	2884	70305	0.0410213
NC_003131.1	21	2808	70305	0.0399403
NC_003131.1	22	2447	70305	0.0348055
NC_003131.1	23	2180	70305	0.0310078
NC_003131.1	24	1907	70305	0.0271247
NC_003131.1	25	1651	70305	0.0234834
NC_003131.1	26	1336	70305	0.0190029
NC_003131.1	27	1263	70305	0.0179646
NC_003131.1	28	1110	70305	0.0157884
NC_003131.1	29	838	70305	0.0119195
NC_003131.1	30	638	70305	0.00907475
NC_003131.1	31	447	70305	0.00635801
NC_003131.1	32	429	70305	0.00610198
NC_003131.1	33	368	70305	0.00523434
NC_003131.1	34	237	70305	0.00337103
NC_003131.1	35	149	70305	0.00211934
NC_003131.1	36	120	70305	0.00170685
NC_003131.1	37	73	70305	0.00103833
NC_003131.1	38	64	70305	0.000910319
NC_003131.1	39	32	70305	0.00045516
NC_003131.1	40	28	70305	0.000398265
NC_003131.1	41	27	70305	0.000384041
NC_003131.1	42	32	70305	0.00045516
NC_003131.1	43	17	70305	0.000241804
NC_003131.1	44	14	70305	0.000199132
NC_003131.1	45	15	70305	0.000213356
NC_003131.1	46	11	70305	0.000156461
NC_003131.1	47	17	70305	0.000241804
NC_003131.1	48	24	70305	0.00034137
NC_003131.1	49	19	70305	0.000270251
NC_003131.1	50	18	70305	0.000256027
NC_003131.1	51	13	70305	0.000184909
NC_003131.1	52	12	70305	0.000170685
NC_003131.1	53	13	70305	0.000184909
NC_003131.1	54	23	70305	0.000327146
NC_003131.1	55	27	70305	0.000384041
NC_003131.1	56	23	70305	0.000327146
NC_003131.1	57	11	70305	0.000156461
NC_003131.1	58	24	70305	0.00034137
NC_003131.1	59	27	70305	0.000384041
NC_003131.1	60	43	70305	0.000611621
NC_003131.1	61	34	70305	0.000483607
NC_003131.1	62	13	70305	0.000184909
NC_003131.1	63	14	70305	0.000199132
NC_003131.1	64	15	70305	0.000213356
NC_003131.1	65	12	70305	0.000170685
NC_003131.1	66	12	70305	0.000170685
NC_003131.1	67	6	70305	8.53424e-05
NC_003131.1	68	5	70305	7.11187e-05
NC_003131.1	69	13	70305	0.000184909
NC_003131.1	70	9	70305	0.000128014
NC_003131.1	71	3	70305	4.26712e-05
NC_003131.1	72	3	70305	4.26712e-05
NC_003131.1	73	3	70305	4.26712e-05
NC_003134.1	0	43018	96210	0.447126
NC_003134.1	1	4929	96210	0.0512317
NC_003134.1	2	3606	96210	0.0374805
NC_003134.1	3	3230	96210	0.0335724
NC_003134.1	4	3767	96210	0.0391539
NC_003134.1	5	3605	96210	0.0374701
NC_003134.1	6	3851	96210	0.040027
NC_003134.1	7	3675	96210	0.0381977
NC_003134.1	8	3927	96210	0.040817
NC_003134.1	9	3757	96210	0.03905
NC_003134.1	10	3355	96210	0.0348716
NC_003134.1	11	2908	96210	0.0302255
NC_003134.1	12	2594	96210	0.0269619
NC_003134.1	13	2205	96210	0.0229186
NC_003134.1	14	1737	96210	0.0180543
NC_003134.1	15	1614	96210	0.0167758
NC_003134.1	16	1219	96210	0.0126702
NC_003134.1	17	880	96210	0.00914666
NC_003134.1	18	632	96210	0.00656896
NC_003134.1	19	458	96210	0.00476042
NC_003134.1	20	357	96210	0.00371063
NC_003134.1	21	342	96210	0.00355472
NC_003134.1	22	214	96210	0.0022243
NC_003134.1	23	126	96210	0.00130964
NC_003134.1	24	71	96210	0.000737969
NC_003134.1	25	67	96210	0.000696393
NC_003134.1	26	49	96210	0.000509303
NC_003134.1	27	14	96210	0.000145515
NC_003134.1	28	3	96210	3.11818e-05
NC_003132.1	0	2364	9612	0.245943
NC_003132.1	1	101	9612	0.0105077
NC_003132.1	2	84	9612	0.00873908
NC_003132.1	3	39	9612	0.00405743
NC_003132.1	4	67	9612	0.00697045
NC_003132.1	5	33	9612	0.00343321
NC_003132.1	6	39	9612	0.00405743
NC_003132.1	7	20	9612	0.00208073
NC_003132.1	8	34	9612	0.00353725
NC_003132.1	9	23	9612	0.00239284
NC_003132.1	10	51	9612	0.00530587
NC_003132.1	11	36	9612	0.00374532
NC_003132.1	12	56	9612	0.00582605
NC_003132.1	13	69	9612	0.00717853
NC_003132.1	14	92	9612	0.00957137
NC_003132.1	15	110	9612	0.011444
NC_003132.1	16	119	9612	0.0123804
NC_003132.1	17	90	9612	0.0093633
NC_003132.1	18	117	9612	0.0121723
NC_003132.1	19	129	9612	0.0134207
NC_003132.1	20	139	9612	0.0144611
NC_003132.1	21	119	9612	0.0123804
NC_003132.1	22	123	9612	0.0127965
NC_003132.1	23	109	9612	0.01134
NC_003132.1	24	130	9612	0.0135248
NC_003132.1	25	151	9612	0.0157095
NC_003132.1	26	164	9612	0.017062
NC_003132.1	27	188	9612	0.0195589
NC_003132.1	28	177	9612	0.0184145
NC_003132.1	29	193	9612	0.0200791
NC_003132.1	30	190	9612	0.019767
NC_003132.1	31	151	9612	0.0157095
NC_003132.1	32	148	9612	0.0153974
NC_003132.1	33	138	9612	0.0143571
NC_003132.1	34	180	9612	0.0187266
NC_003132.1	35	189	9612	0.0196629
NC_003132.1	36	186	9612	0.0193508
NC_003132.1	37	207	9612	0.0215356
NC_003132.1	38	214	9612	0.0222638
NC_003132.1	39	192	9612	0.019975
NC_003132.1	40	167	9612	0.0173741
NC_003132.1	41	171	9612	0.0177903
NC_003132.1	42	171	9612	0.0177903
NC_003132.1	43	165	9612	0.017166
NC_003132.1	44	161	9612	0.0167499
NC_003132.1	45	169	9612	0.0175822
NC_003132.1	46	127	9612	0.0132127
NC_003132.1	47	114	9612	0.0118602
NC_003132.1	48	113	9612	0.0117561
NC_003132.1	49	85	9612	0.00884311
NC_003132.1	50	116	9612	0.0120682
NC_003132.1	51	114	9612	0.0118602
NC_003132.1	52	126	9612	0.0131086
NC_003132.1	53	130	9612	0.0135248
NC_003132.1	54	101	9612	0.0105077
NC_003132.1	55	91	9612	0.00946733
NC_003132.1	56	88	9612	0.00915522
NC_003132.1	57	60	9612	0.0062422
NC_003132.1	58	44	9612	0.00457761
NC_003132.1	59	42	9612	0.00436954
NC_003132.1	60	37	9612	0.00384936
NC_003132.1	61	30	9612	0.0031211
NC_003132.1	62	23	9612	0.00239284
NC_003132.1	63	30	9612	0.0031211
NC_003132.1	64	25	9612	0.00260092
NC_003132.1	65	23	9612	0.00239284
NC_003132.1	66	24	9612	0.00249688
NC_003132.1	67	17	9612	0.00176862
NC_003132.1	68	14	9612	0.00145651
NC_003132.1	69	22	9612	0.00228881
NC_003132.1	70	9	9612	0.00093633
NC_003132.1	71	14	9612	0.00145651
NC_003132.1	72	10	9612	0.00104037
NC_003132.1	73	9	9612	0.00093633
NC_003132.1	74	4	9612	0.000416146
NC_003132.1	75	3	9612	0.00031211
NC_003132.1	76	1	9612	0.000104037
NC_003132.1	77	1	9612	0.000104037
genome	0	438066	4829855	0.0906996
genome	1	89741	4829855	0.0185805
genome	2	148904	4829855	0.0308299
genome	3	222212	4829855	0.046008
genome	4	304797	4829855	0.0631069
genome	5	370313	4829855	0.0766717
genome	6	415339	4829855	0.0859941
genome	7	432824	4829855	0.0896143
genome	8	427965	4829855	0.0886083
genome	9	398208	4829855	0.0824472
genome	10	354565	4829855	0.0734111
genome	11	299048	4829855	0.0619166
genome	12	241063	4829855	0.049911
